sys_RespNum,Task,Concept,dialcolor,dialshape,strapcolor,dialsize,knobsize,rimcolor,Response
58,3,1,1,1,1,1,1,1,0
58,3,2,3,3,3,3,3,3,1
58,4,1,1,3,2,2,2,3,0
58,4,2,3,1,3,1,3,2,1
58,5,1,1,2,1,3,1,3,0
58,5,2,3,2,2,3,3,1,1
58,6,1,2,1,3,2,1,3,0
58,6,2,1,3,1,1,3,2,1
58,7,1,1,1,3,3,2,1,0
58,7,2,2,2,2,2,1,3,1
58,8,1,1,1,1,1,3,1,1
58,8,2,2,2,1,2,2,2,0
58,9,1,2,3,3,3,3,3,0
58,9,2,3,3,1,1,2,3,1
58,10,1,3,1,2,1,2,2,0
58,10,2,3,2,2,2,1,1,1
58,11,1,2,3,2,3,1,1,1
58,11,2,1,1,3,2,3,1,0
58,12,1,3,3,1,3,2,2,1
58,12,2,1,2,3,1,3,3,0
58,13,1,2,1,1,1,2,1,0
58,13,2,3,1,2,2,3,3,1
58,14,1,1,3,2,2,2,2,1
58,14,2,1,2,3,3,1,1,0
58,15,1,2,2,3,1,3,2,0
58,15,2,3,3,1,1,1,3,1
61,1,1,1,1,1,1,1,1,1
61,1,2,3,3,3,3,3,3,0
61,2,1,3,3,3,3,3,3,0
61,2,2,1,1,1,1,1,1,1
61,3,1,1,1,1,1,1,1,1
61,3,2,3,3,3,3,3,3,0
61,4,1,2,1,2,3,2,2,0
61,4,2,2,2,3,2,3,3,1
61,5,1,2,3,2,1,3,1,0
61,5,2,3,2,1,2,1,2,1
61,6,1,3,3,1,3,3,3,1
61,6,2,1,1,3,1,2,1,0
61,7,1,2,1,3,1,2,1,0
61,7,2,1,2,1,2,1,3,1
61,8,1,1,3,2,2,3,2,1
61,8,2,3,1,1,1,2,1,0
61,9,1,3,3,3,3,2,3,0
61,9,2,2,2,2,3,3,2,1
61,10,1,1,2,3,1,3,1,0
61,10,2,2,1,1,2,1,2,1
61,11,1,3,3,3,2,1,3,0
61,11,2,2,2,2,3,2,3,1
61,12,1,1,1,3,3,1,1,0
61,12,2,1,3,1,3,3,3,1
61,13,1,3,1,2,2,3,1,1
61,13,2,2,1,1,1,2,2,0
61,14,1,3,2,3,1,1,2,0
61,14,2,1,3,2,2,2,2,1
61,15,1,3,1,1,3,1,1,0
61,15,2,2,3,2,1,3,1,1
62,1,1,1,1,1,1,1,1,1
62,1,2,3,3,3,3,3,3,0
62,2,1,3,3,3,3,3,3,0
62,2,2,1,1,1,1,1,1,1
62,3,1,1,1,1,1,1,1,1
62,3,2,3,3,3,3,3,3,0
62,4,1,3,2,2,3,3,3,0
62,4,2,2,3,3,1,1,2,1
62,5,1,1,1,2,2,1,3,0
62,5,2,1,2,1,1,2,1,1
62,6,1,2,2,3,3,2,3,1
62,6,2,3,3,2,1,2,2,0
62,7,1,1,2,3,3,3,2,0
62,7,2,2,3,1,2,3,3,1
62,8,1,2,2,1,2,3,1,1
62,8,2,3,1,2,3,1,1,0
62,9,1,2,3,1,1,1,3,1
62,9,2,3,1,3,2,2,2,0
62,10,1,3,1,3,1,3,2,1
62,10,2,1,2,2,2,1,1,0
62,11,1,1,3,2,3,2,2,1
62,11,2,1,1,1,3,1,3,0
62,12,1,1,3,1,1,2,1,1
62,12,2,2,2,3,2,2,3,0
62,13,1,1,2,1,3,3,2,1
62,13,2,3,1,2,1,3,3,0
62,14,1,2,3,2,2,1,1,0
62,14,2,3,1,1,1,2,1,1
62,15,1,2,3,1,2,3,3,1
62,15,2,3,2,3,3,1,2,0
63,1,1,1,1,1,1,1,1,0
63,1,2,3,3,3,3,3,3,1
63,2,1,3,3,3,3,3,3,1
63,2,2,1,1,1,1,1,1,0
63,3,1,1,1,1,1,1,1,0
63,3,2,3,3,3,3,3,3,1
63,4,1,3,2,2,1,1,1,0
63,4,2,2,1,3,3,3,3,1
63,5,1,1,3,3,2,3,2,1
63,5,2,2,1,1,1,1,3,0
63,6,1,2,1,2,2,2,2,0
63,6,2,3,3,3,3,2,3,1
63,7,1,1,1,2,3,1,2,1
63,7,2,3,2,3,2,2,1,0
63,8,1,1,3,3,3,1,2,1
63,8,2,2,2,1,1,3,1,0
63,9,1,1,3,1,2,2,1,1
63,9,2,2,2,2,3,3,1,0
63,10,1,3,2,2,1,3,2,0
63,10,2,1,3,3,1,1,3,1
63,11,1,3,1,1,2,1,3,1
63,11,2,3,3,2,3,2,1,0
63,12,1,1,1,1,1,2,2,0
63,12,2,2,1,3,1,3,3,1
63,13,1,3,3,3,2,1,2,1
63,13,2,1,2,2,2,3,3,0
63,14,1,3,2,3,1,3,1,1
63,14,2,2,2,1,2,2,3,0
63,15,1,1,1,3,3,3,1,1
63,15,2,2,1,1,3,1,2,0
64,1,1,1,1,1,1,1,1,1
64,1,2,3,3,3,3,3,3,0
64,2,1,3,3,3,3,3,3,0
64,2,2,1,1,1,1,1,1,1
64,3,1,1,1,1,1,1,1,1
64,3,2,3,3,3,3,3,3,0
64,4,1,2,3,2,3,1,1,0
64,4,2,1,2,2,1,2,3,1
64,5,1,2,2,1,2,1,2,0
64,5,2,3,3,1,1,2,1,1
64,6,1,1,1,2,3,3,3,0
64,6,2,3,3,3,2,2,2,1
64,7,1,2,1,1,3,2,2,1
64,7,2,3,2,3,2,3,3,0
64,8,1,1,3,3,1,2,3,0
64,8,2,3,3,1,2,1,1,1
64,9,1,1,2,1,1,2,3,0
64,9,2,3,3,2,3,3,2,1
64,10,1,2,1,2,1,1,2,1
64,10,2,1,2,3,2,3,1,0
64,11,1,2,1,3,3,1,2,0
64,11,2,3,2,2,3,1,3,1
64,12,1,1,1,2,2,2,1,0
64,12,2,2,3,2,1,3,2,1
64,13,1,1,1,3,2,1,1,0
64,13,2,2,3,1,1,3,1,1
64,14,1,3,2,2,3,2,2,1
64,14,2,1,1,1,3,3,3,0
64,15,1,3,2,1,2,3,1,1
64,15,2,2,3,3,1,1,3,0
66,1,1,1,1,1,1,1,1,0
66,1,2,3,3,3,3,3,3,1
66,2,1,3,3,3,3,3,3,1
66,2,2,1,1,1,1,1,1,0
66,3,1,1,1,1,1,1,1,0
66,3,2,3,3,3,3,3,3,1
66,4,1,3,3,2,3,3,1,1
66,4,2,1,2,3,1,2,3,0
66,5,1,3,3,1,3,1,1,1
66,5,2,2,1,2,2,1,2,0
66,6,1,1,1,1,2,3,1,1
66,6,2,2,2,2,1,2,3,0
66,7,1,1,3,3,1,3,2,0
66,7,2,2,1,1,3,2,1,1
66,8,1,2,3,3,1,1,2,0
66,8,2,3,1,3,2,2,3,1
66,9,1,1,2,1,2,1,2,1
66,9,2,3,2,2,3,1,3,0
66,10,1,3,2,3,1,3,1,1
66,10,2,1,3,3,3,2,2,0
66,11,1,3,1,1,2,2,2,1
66,11,2,2,1,2,2,3,1,0
66,12,1,1,3,2,2,1,3,1
66,12,2,1,2,1,1,3,3,0
66,13,1,3,3,2,1,3,2,1
66,13,2,2,1,2,3,2,3,0
66,14,1,1,3,1,3,1,1,1
66,14,2,2,2,3,2,1,1,0
66,15,1,3,1,3,1,2,2,1
66,15,2,2,3,1,3,2,3,0
71,1,1,1,1,1,1,1,1,1
71,1,2,3,3,3,3,3,3,0
71,2,1,3,3,3,3,3,3,0
71,2,2,1,1,1,1,1,1,1
71,3,1,1,1,1,1,1,1,1
71,3,2,3,3,3,3,3,3,0
71,4,1,3,3,3,1,2,1,0
71,4,2,1,1,1,2,3,2,1
71,5,1,2,2,1,2,2,1,1
71,5,2,1,2,2,3,1,1,0
71,6,1,2,1,2,1,3,2,0
71,6,2,1,2,3,3,2,3,1
71,7,1,2,3,1,1,2,1,0
71,7,2,3,3,3,2,1,2,1
71,8,1,2,3,3,3,3,2,0
71,8,2,3,1,1,3,2,3,1
71,9,1,3,1,1,2,3,3,1
71,9,2,1,3,2,1,1,1,0
71,10,1,2,1,3,2,1,3,0
71,10,2,1,2,2,3,3,2,1
71,11,1,2,2,1,1,2,3,1
71,11,2,1,1,3,2,3,1,0
71,12,1,1,3,1,3,2,1,0
71,12,2,3,2,2,3,1,2,1
71,13,1,1,2,3,2,1,3,0
71,13,2,3,1,2,1,2,1,1
71,14,1,3,1,1,3,3,1,1
71,14,2,2,3,2,2,3,3,0
71,15,1,2,3,3,1,3,2,0
71,15,2,3,2,2,3,1,2,1
72,1,1,1,1,1,1,1,1,1
72,1,2,3,3,3,3,3,3,0
72,2,1,3,3,3,3,3,3,0
72,2,2,1,1,1,1,1,1,1
72,3,1,1,1,1,1,1,1,1
72,3,2,3,3,3,3,3,3,0
72,4,1,3,1,3,1,1,1,1
72,4,2,1,3,2,2,2,3,0
72,5,1,3,2,1,3,2,2,0
72,5,2,2,3,2,2,2,1,1
72,6,1,1,2,3,1,1,1,1
72,6,2,2,2,1,3,3,3,0
72,7,1,3,1,3,1,2,2,0
72,7,2,2,3,1,1,3,3,1
72,8,1,1,1,1,2,1,2,0
72,8,2,3,3,2,3,2,3,1
72,9,1,2,1,2,1,3,2,0
72,9,2,1,2,3,2,3,1,1
72,10,1,2,1,3,3,1,2,1
72,10,2,1,2,1,1,1,1,0
72,11,1,2,3,2,2,2,2,1
72,11,2,3,2,2,1,1,3,0
72,12,1,1,1,1,2,2,3,0
72,12,2,1,3,2,3,3,1,1
72,13,1,1,1,1,3,2,1,1
72,13,2,3,2,3,2,3,3,0
72,14,1,3,3,3,1,1,1,0
72,14,2,2,1,3,3,2,2,1
72,15,1,3,3,1,1,1,2,0
72,15,2,2,3,1,2,3,3,1
73,1,1,1,1,1,1,1,1,1
73,1,2,3,3,3,3,3,3,0
73,2,1,3,3,3,3,3,3,0
73,2,2,1,1,1,1,1,1,1
73,3,1,1,1,1,1,1,1,1
73,3,2,3,3,3,3,3,3,0
73,4,1,3,1,3,1,2,3,0
73,4,2,2,2,2,3,3,1,1
73,5,1,1,2,2,1,3,2,0
73,5,2,3,2,2,2,1,3,1
73,6,1,1,1,1,2,1,2,0
73,6,2,3,3,1,3,1,1,1
73,7,1,2,1,3,3,2,2,1
73,7,2,2,3,2,1,2,3,0
73,8,1,1,3,2,2,1,3,0
73,8,2,3,2,3,2,3,1,1
73,9,1,2,2,1,3,3,3,1
73,9,2,1,3,3,1,2,2,0
73,10,1,1,1,1,1,3,1,1
73,10,2,2,1,2,2,2,2,0
73,11,1,1,2,1,3,2,1,0
73,11,2,3,3,3,3,1,2,1
73,12,1,3,2,2,2,1,1,1
73,12,2,2,1,3,1,3,3,0
73,13,1,2,1,2,3,1,1,0
73,13,2,3,3,1,2,2,2,1
73,14,1,2,2,3,1,1,2,0
73,14,2,1,3,2,3,3,3,1
73,15,1,3,1,2,1,2,3,1
73,15,2,2,1,3,2,3,1,0
74,1,1,1,1,1,1,1,1,0
74,1,2,3,3,3,3,3,3,1
74,2,1,3,3,3,3,3,3,1
74,2,2,1,1,1,1,1,1,0
74,3,1,1,1,1,1,1,1,0
74,3,2,3,3,3,3,3,3,1
74,4,1,3,1,3,3,3,3,0
74,4,2,1,2,1,2,2,1,1
74,5,1,2,3,2,3,1,1,0
74,5,2,1,2,1,1,2,2,1
74,6,1,2,3,1,2,1,2,0
74,6,2,1,2,3,3,3,2,1
74,7,1,3,2,3,2,1,3,1
74,7,2,2,2,2,1,2,1,0
74,8,1,1,3,2,1,3,2,1
74,8,2,1,1,3,3,2,3,0
74,9,1,3,1,1,2,3,2,1
74,9,2,3,3,1,1,1,1,0
74,10,1,2,2,1,1,1,3,0
74,10,2,1,1,3,2,1,3,1
74,11,1,3,3,2,3,2,3,0
74,11,2,2,2,3,2,3,1,1
74,12,1,1,3,3,1,1,1,1
74,12,2,3,1,1,3,3,2,0
74,13,1,3,2,2,2,2,2,1
74,13,2,2,1,1,1,3,1,0
74,14,1,2,2,1,2,2,3,1
74,14,2,1,3,2,3,1,3,0
74,15,1,1,1,2,2,1,1,1
74,15,2,3,3,3,3,2,2,0
76,1,1,1,1,1,1,1,1,1
76,1,2,3,3,3,3,3,3,0
76,2,1,3,3,3,3,3,3,0
76,2,2,1,1,1,1,1,1,1
76,3,1,1,1,1,1,1,1,1
76,3,2,3,3,3,3,3,3,0
76,4,1,3,1,1,3,3,1,0
76,4,2,1,1,2,1,3,2,1
76,5,1,2,2,1,2,2,3,1
76,5,2,2,1,3,1,1,1,0
76,6,1,3,1,3,2,1,2,1
76,6,2,1,2,2,1,2,3,0
76,7,1,3,3,2,3,2,1,0
76,7,2,1,3,3,2,3,3,1
76,8,1,2,1,3,2,2,2,1
76,8,2,1,2,1,1,1,2,0
76,9,1,3,2,1,1,1,3,1
76,9,2,2,3,1,3,3,3,0
76,10,1,2,2,2,3,3,1,1
76,10,2,1,3,2,2,2,1,0
76,11,1,3,1,2,2,1,3,1
76,11,2,2,1,3,1,2,2,0
76,12,1,1,1,1,3,3,1,0
76,12,2,3,2,1,1,2,2,1
76,13,1,1,3,2,1,3,2,0
76,13,2,3,3,3,3,1,1,1
76,14,1,2,2,3,1,2,3,0
76,14,2,1,1,2,3,1,2,1
76,15,1,2,3,1,2,1,2,0
76,15,2,3,2,3,2,1,3,1
78,1,1,1,1,1,1,1,1,1
78,1,2,3,3,3,3,3,3,0
78,2,1,3,3,3,3,3,3,0
78,2,2,1,1,1,1,1,1,1
78,3,1,1,1,1,1,1,1,1
78,3,2,3,3,3,3,3,3,0
78,4,1,1,2,1,2,3,2,0
78,4,2,3,1,1,1,2,3,1
78,5,1,1,3,3,2,1,3,0
78,5,2,3,3,3,3,3,2,1
78,6,1,2,2,2,1,1,2,0
78,6,2,2,1,1,3,3,3,1
78,7,1,3,3,1,3,1,2,1
78,7,2,3,2,3,1,3,1,0
78,8,1,3,2,3,2,2,3,1
78,8,2,1,1,2,2,1,1,0
78,9,1,2,1,1,3,3,2,1
78,9,2,1,3,3,1,3,1,0
78,10,1,2,3,1,1,1,3,1
78,10,2,3,1,2,3,2,2,0
78,11,1,1,2,3,1,1,2,0
78,11,2,3,2,2,2,2,3,1
78,12,1,2,2,1,2,3,1,1
78,12,2,1,1,3,3,2,2,0
78,13,1,1,3,2,2,1,1,0
78,13,2,3,1,2,3,1,3,1
78,14,1,3,3,1,1,3,3,1
78,14,2,2,3,3,1,2,1,0
78,15,1,2,1,2,2,3,1,0
78,15,2,2,2,1,2,2,2,1
79,1,1,1,1,1,1,1,1,1
79,1,2,3,3,3,3,3,3,0
79,2,1,3,3,3,3,3,3,0
79,2,2,1,1,1,1,1,1,1
79,3,1,1,1,1,1,1,1,1
79,3,2,3,3,3,3,3,3,0
79,4,1,1,3,2,1,2,1,1
79,4,2,1,1,1,3,1,3,0
79,5,1,3,2,2,3,3,1,0
79,5,2,1,1,3,1,1,2,1
79,6,1,1,3,1,2,3,3,0
79,6,2,3,2,3,3,2,2,1
79,7,1,2,1,3,2,1,1,0
79,7,2,2,2,2,1,3,2,1
79,8,1,1,2,3,2,1,3,0
79,8,2,3,3,1,3,2,2,1
79,9,1,2,3,3,1,2,3,0
79,9,2,3,1,2,2,3,1,1
79,10,1,2,2,1,3,2,1,0
79,10,2,1,3,2,3,3,3,1
79,11,1,3,1,1,1,2,2,1
79,11,2,2,2,2,2,3,3,0
79,12,1,1,1,3,1,1,3,0
79,12,2,3,3,1,2,1,1,1
79,13,1,3,1,1,1,2,1,1
79,13,2,2,3,3,3,1,2,0
79,14,1,2,3,2,1,3,2,0
79,14,2,1,2,1,3,2,1,1
79,15,1,3,1,3,1,3,1,1
79,15,2,1,2,3,2,1,2,0
80,1,1,1,1,1,1,1,1,0
80,1,2,3,3,3,3,3,3,1
80,2,1,3,3,3,3,3,3,1
80,2,2,1,1,1,1,1,1,0
80,3,1,1,1,1,1,1,1,0
80,3,2,3,3,3,3,3,3,1
80,4,1,3,2,2,1,3,3,0
80,4,2,2,1,1,3,1,1,1
80,5,1,1,2,2,3,2,2,0
80,5,2,3,3,2,2,1,3,1
80,6,1,1,2,3,2,3,3,0
80,6,2,2,3,2,3,2,3,1
80,7,1,1,1,1,2,3,2,1
80,7,2,2,1,3,1,1,1,0
80,8,1,3,1,1,2,2,3,0
80,8,2,2,3,3,3,2,2,1
80,9,1,1,3,1,3,2,3,1
80,9,2,2,2,2,1,1,2,0
80,10,1,1,3,2,1,2,1,1
80,10,2,3,2,1,3,3,1,0
80,11,1,1,1,3,3,3,1,0
80,11,2,3,3,1,1,1,2,1
80,12,1,2,1,3,2,3,3,0
80,12,2,3,2,2,2,2,2,1
80,13,1,1,3,2,1,3,2,0
80,13,2,2,2,1,3,1,3,1
80,14,1,3,1,2,2,1,3,0
80,14,2,3,3,3,1,3,1,1
80,15,1,1,1,3,3,2,2,0
80,15,2,3,2,1,2,1,1,1
81,1,1,1,1,1,1,1,1,1
81,1,2,3,3,3,3,3,3,0
81,2,1,3,3,3,3,3,3,0
81,2,2,1,1,1,1,1,1,1
81,3,1,1,1,1,1,1,1,1
81,3,2,3,3,3,3,3,3,0
81,4,1,2,1,2,3,3,2,0
81,4,2,1,3,1,2,2,1,1
81,5,1,3,1,3,2,1,2,1
81,5,2,2,2,2,1,2,3,0
81,6,1,2,2,3,2,2,2,0
81,6,2,1,3,1,3,1,1,1
81,7,1,2,1,1,2,3,3,1
81,7,2,3,2,3,3,3,3,0
81,8,1,3,2,3,1,3,3,0
81,8,2,1,3,1,1,1,1,1
81,9,1,2,1,2,3,1,1,0
81,9,2,1,3,2,3,1,2,1
81,10,1,2,3,1,2,3,2,0
81,10,2,1,2,1,1,2,1,1
81,11,1,3,1,3,1,2,2,1
81,11,2,1,2,2,1,1,3,0
81,12,1,2,1,3,3,3,3,1
81,12,2,2,3,3,2,2,1,0
81,13,1,3,3,2,1,1,1,1
81,13,2,1,2,2,2,2,2,0
81,14,1,3,1,1,2,1,2,1
81,14,2,1,2,3,1,3,3,0
81,15,1,2,2,2,3,3,1,0
81,15,2,3,3,3,3,1,3,1
82,1,1,1,1,1,1,1,1,0
82,1,2,3,3,3,3,3,3,1
82,2,1,3,3,3,3,3,3,1
82,2,2,1,1,1,1,1,1,0
82,3,1,1,1,1,1,1,1,0
82,3,2,3,3,3,3,3,3,1
82,4,1,3,1,1,1,2,3,0
82,4,2,1,3,2,2,3,3,1
82,5,1,3,3,2,2,2,2,0
82,5,2,2,1,1,3,3,1,1
82,6,1,1,2,1,1,1,1,0
82,6,2,2,1,3,1,2,1,1
82,7,1,3,3,3,3,2,3,1
82,7,2,1,1,1,3,1,2,0
82,8,1,3,3,1,2,3,2,1
82,8,2,2,2,2,1,3,2,0
82,9,1,2,3,2,3,2,1,0
82,9,2,1,1,2,2,1,3,1
82,10,1,2,2,1,1,1,2,0
82,10,2,1,2,3,3,2,1,1
82,11,1,3,2,2,3,3,1,0
82,11,2,1,1,3,2,2,3,1
82,12,1,3,1,3,3,3,2,1
82,12,2,2,1,1,1,1,3,0
82,13,1,1,2,1,1,3,2,1
82,13,2,2,3,2,2,1,3,0
82,14,1,3,1,2,3,1,1,0
82,14,2,2,3,3,2,2,1,1
82,15,1,1,2,1,1,2,3,0
82,15,2,2,3,3,2,1,2,1
83,1,1,1,1,1,1,1,1,1
83,1,2,3,3,3,3,3,3,0
83,2,1,3,3,3,3,3,3,0
83,2,2,1,1,1,1,1,1,1
83,3,1,1,1,1,1,1,1,1
83,3,2,3,3,3,3,3,3,0
83,4,1,3,2,3,2,1,1,0
83,4,2,3,1,2,1,3,2,1
83,5,1,1,3,1,1,3,3,0
83,5,2,1,1,3,3,2,1,1
83,6,1,3,2,1,2,2,3,0
83,6,2,3,3,1,3,3,2,1
83,7,1,2,2,3,3,1,3,0
83,7,2,1,3,3,2,3,1,1
83,8,1,1,1,2,3,2,2,0
83,8,2,2,2,2,1,3,3,1
83,9,1,2,1,2,2,1,2,1
83,9,2,3,3,1,1,2,3,0
83,10,1,1,1,3,2,3,1,1
83,10,2,2,2,1,1,2,1,0
83,11,1,2,1,1,3,1,2,1
83,11,2,3,3,2,3,2,3,0
83,12,1,1,3,2,3,3,2,0
83,12,2,1,2,3,2,1,2,1
83,13,1,2,2,2,2,2,1,1
83,13,2,3,1,2,1,3,1,0
83,14,1,3,3,3,1,1,2,0
83,14,2,1,2,1,3,1,3,1
83,15,1,3,2,3,1,3,1,0
83,15,2,2,1,1,2,2,3,1
84,1,1,1,1,1,1,1,1,1
84,1,2,3,3,3,3,3,3,0
84,2,1,3,3,3,3,3,3,0
84,2,2,1,1,1,1,1,1,1
84,3,1,1,1,1,1,1,1,1
84,3,2,3,3,3,3,3,3,0
84,4,1,2,3,2,1,1,3,1
84,4,2,1,2,3,3,2,2,0
84,5,1,3,1,1,2,3,3,1
84,5,2,3,3,2,3,1,1,0
84,6,1,1,1,1,1,2,1,1
84,6,2,2,3,3,1,3,2,0
84,7,1,1,1,3,3,3,3,1
84,7,2,2,2,3,2,1,1,0
84,8,1,3,2,1,2,2,2,1
84,8,2,1,3,2,2,1,3,0
84,9,1,3,1,2,3,2,3,1
84,9,2,2,3,1,2,3,1,0
84,10,1,1,3,3,1,1,2,0
84,10,2,2,2,1,3,2,1,1
84,11,1,2,1,2,1,2,2,0
84,11,2,3,3,2,2,3,2,1
84,12,1,3,2,3,1,1,1,0
84,12,2,1,1,1,3,2,3,1
84,13,1,1,1,2,2,3,1,0
84,13,2,3,2,3,3,3,3,1
84,14,1,2,3,1,2,1,2,1
84,14,2,1,1,3,1,2,1,0
84,15,1,3,2,2,1,3,2,1
84,15,2,2,1,1,3,1,2,0
85,1,1,1,1,1,1,1,1,1
85,1,2,3,3,3,3,3,3,0
85,2,1,3,3,3,3,3,3,0
85,2,2,1,1,1,1,1,1,1
85,3,1,1,1,1,1,1,1,1
85,3,2,3,3,3,3,3,3,0
85,4,1,2,2,3,1,1,3,0
85,4,2,1,3,1,3,3,3,1
85,5,1,2,2,2,2,3,2,0
85,5,2,3,3,2,3,2,1,1
85,6,1,3,3,1,2,1,1,1
85,6,2,1,1,3,1,2,3,0
85,7,1,1,2,2,3,1,1,0
85,7,2,3,3,3,2,2,3,1
85,8,1,2,1,2,1,1,3,0
85,8,2,2,3,1,3,3,2,1
85,9,1,1,2,1,1,3,2,0
85,9,2,2,1,3,3,1,1,1
85,10,1,3,2,1,2,2,2,1
85,10,2,3,3,3,1,2,1,0
85,11,1,1,2,2,2,1,3,1
85,11,2,2,1,3,2,3,3,0
85,12,1,2,3,2,1,2,3,0
85,12,2,1,1,2,3,3,1,1
85,13,1,1,3,3,3,3,2,0
85,13,2,3,1,1,1,1,2,1
85,14,1,3,1,1,2,3,1,1
85,14,2,1,2,2,2,1,1,0
85,15,1,2,3,1,3,2,2,1
85,15,2,3,2,3,1,2,1,0
86,1,1,1,1,1,1,1,1,1
86,1,2,3,3,3,3,3,3,0
86,2,1,3,3,3,3,3,3,0
86,2,2,1,1,1,1,1,1,1
86,3,1,1,1,1,1,1,1,1
86,3,2,3,3,3,3,3,3,0
86,4,1,1,3,1,1,3,3,0
86,4,2,3,1,3,2,1,3,1
86,5,1,1,1,2,1,1,1,1
86,5,2,2,2,1,3,2,2,0
86,6,1,3,3,2,1,2,3,1
86,6,2,3,2,3,3,3,2,0
86,7,1,2,2,3,3,3,3,0
86,7,2,1,1,1,2,1,2,1
86,8,1,2,3,1,1,3,1,0
86,8,2,3,2,2,3,2,3,1
86,9,1,2,3,3,2,1,3,0
86,9,2,1,1,2,2,2,2,1
86,10,1,1,3,3,3,1,2,0
86,10,2,2,2,2,2,2,1,1
86,11,1,3,2,3,1,1,2,0
86,11,2,1,1,1,1,3,1,1
86,12,1,3,1,2,3,1,1,1
86,12,2,2,3,3,1,2,2,0
86,13,1,2,2,2,3,3,2,0
86,13,2,1,1,1,2,2,3,1
86,14,1,2,3,3,2,3,1,0
86,14,2,3,3,1,2,3,3,1
86,15,1,1,1,2,1,1,3,0
86,15,2,3,2,1,3,1,3,1
91,1,1,1,1,1,1,1,1,0
91,1,2,3,3,3,3,3,3,1
91,2,1,3,3,3,3,3,3,1
91,2,2,1,1,1,1,1,1,0
91,3,1,1,1,1,1,1,1,0
91,3,2,3,3,3,3,3,3,1
91,4,1,2,1,2,1,3,2,0
91,4,2,3,1,3,2,2,3,1
91,5,1,2,1,3,3,1,1,1
91,5,2,1,3,2,2,2,2,0
91,6,1,1,3,2,1,1,1,0
91,6,2,3,2,1,2,3,3,1
91,7,1,3,1,1,1,2,3,1
91,7,2,2,3,1,3,1,2,0
91,8,1,1,1,3,3,3,1,1
91,8,2,3,2,2,1,1,1,0
91,9,1,1,2,3,3,2,3,0
91,9,2,3,3,1,2,3,1,1
91,10,1,2,3,3,1,2,2,1
91,10,2,3,2,2,3,3,3,0
91,11,1,1,1,1,1,2,2,1
91,11,2,2,3,2,2,3,1,0
91,12,1,1,1,1,2,1,2,0
91,12,2,2,3,3,1,3,3,1
91,13,1,3,2,1,3,1,3,0
91,13,2,2,1,3,2,1,2,1
91,14,1,2,2,2,3,3,2,0
91,14,2,1,3,3,3,2,1,1
91,15,1,3,2,2,2,2,1,0
91,15,2,1,3,3,1,1,3,1
94,1,1,1,1,1,1,1,1,1
94,1,2,3,3,3,3,3,3,0
94,2,1,3,3,3,3,3,3,0
94,2,2,1,1,1,1,1,1,1
94,3,1,1,1,1,1,1,1,1
94,3,2,3,3,3,3,3,3,0
94,4,1,2,1,2,1,2,2,1
94,4,2,1,3,2,2,1,3,0
94,5,1,3,2,3,2,2,2,1
94,5,2,1,3,1,2,3,1,0
94,6,1,3,1,1,1,3,1,1
94,6,2,3,1,2,3,1,3,0
94,7,1,2,2,2,1,1,2,1
94,7,2,2,3,1,2,3,3,0
94,8,1,1,1,3,3,2,1,0
94,8,2,2,2,2,2,1,1,1
94,9,1,1,2,1,3,2,3,1
94,9,2,1,3,3,1,3,2,0
94,10,1,2,2,1,3,2,2,1
94,10,2,3,1,3,1,1,3,0
94,11,1,2,3,3,1,2,3,0
94,11,2,3,2,2,3,3,1,1
94,12,1,1,1,1,2,1,2,0
94,12,2,3,3,2,1,3,1,1
94,13,1,1,3,2,3,2,2,0
94,13,2,2,1,1,2,3,1,1
94,14,1,3,2,3,2,1,2,1
94,14,2,1,2,3,3,1,3,0
94,15,1,2,3,1,2,3,3,0
94,15,2,3,1,2,3,2,2,1
95,1,1,1,1,1,1,1,1,1
95,1,2,3,3,3,3,3,3,0
95,2,1,3,3,3,3,3,3,0
95,2,2,1,1,1,1,1,1,1
95,3,1,1,1,1,1,1,1,1
95,3,2,3,3,3,3,3,3,0
95,4,1,2,2,1,1,3,1,0
95,4,2,3,3,2,2,2,3,1
95,5,1,2,1,3,2,3,3,0
95,5,2,1,2,2,1,2,1,1
95,6,1,3,1,2,2,1,1,1
95,6,2,1,3,3,3,1,2,0
95,7,1,3,2,3,3,1,2,1
95,7,2,1,3,1,1,2,1,0
95,8,1,3,3,3,1,1,3,0
95,8,2,1,1,2,2,2,2,1
95,9,1,2,3,1,3,1,1,1
95,9,2,1,1,2,1,3,3,0
95,10,1,1,2,1,1,2,2,0
95,10,2,2,1,3,3,3,3,1
95,11,1,2,1,1,3,2,1,0
95,11,2,3,2,2,2,3,3,1
95,12,1,2,2,3,2,3,2,0
95,12,2,3,3,3,1,2,1,1
95,13,1,2,3,1,2,1,1,0
95,13,2,1,2,1,3,3,3,1
95,14,1,2,3,2,1,1,2,0
95,14,2,3,1,1,3,3,2,1
95,15,1,2,1,3,1,1,3,0
95,15,2,3,2,2,2,1,1,1
96,1,1,1,1,1,1,1,1,0
96,1,2,3,3,3,3,3,3,1
96,2,1,3,3,3,3,3,3,1
96,2,2,1,1,1,1,1,1,0
96,3,1,1,1,1,1,1,1,0
96,3,2,3,3,3,3,3,3,1
96,4,1,1,2,2,1,2,1,0
96,4,2,3,3,3,3,3,3,1
96,5,1,1,1,3,2,2,3,1
96,5,2,1,1,1,3,3,2,0
96,6,1,3,2,3,1,3,1,0
